Hour,droughts_tweets,droughts_spike,heatwaves_tweets,heatwaves_spike,floods_tweets,floods_spike
2009-09-09 22,1.0,0.0,,,1.0,0.0
2009-09-10 11,1.0,0.0,,,2.0,0.0
2009-09-10 12,2.0,0.0,,,,
2009-09-10 15,1.0,0.0,,,,
2009-09-10 17,1.0,0.0,1.0,0.0,,
2009-09-11 00,1.0,0.0,1.0,0.0,,
2009-09-12 02,1.0,0.0,,,,
2009-09-12 04,3.0,1.0,,,,
2009-09-12 05,20.0,1.0,,,,
2009-09-12 06,11.0,1.0,,,,
2009-09-12 07,2.0,0.0,,,,
2009-09-12 14,1.0,0.0,,,,
2009-09-12 16,1.0,0.0,,,,
2009-09-12 22,1.0,0.0,,,,
2009-09-13 10,1.0,0.0,,,,
2009-09-13 11,1.0,0.0,,,1.0,0.0
2009-09-13 20,1.0,0.0,,,,
2009-09-14 12,1.0,0.0,,,,
2009-09-14 17,2.0,0.0,,,,
2009-09-15 04,1.0,0.0,,,,
2009-09-15 05,1.0,0.0,,,,
2009-09-15 07,1.0,0.0,,,,
2009-09-15 13,2.0,0.0,,,,
2009-09-15 21,1.0,0.0,,,1.0,0.0
2009-09-16 16,1.0,0.0,,,1.0,0.0
2009-09-16 21,2.0,0.0,,,2.0,0.0
2009-09-17 01,1.0,0.0,,,1.0,0.0
2009-09-17 02,2.0,0.0,,,,
2009-09-17 08,1.0,0.0,,,1.0,0.0
2009-09-17 11,1.0,0.0,,,,
2009-09-17 13,2.0,0.0,,,1.0,0.0
2009-09-17 14,3.0,0.0,,,1.0,0.0
2009-09-17 18,1.0,0.0,,,1.0,0.0
2009-09-17 23,1.0,0.0,,,,
2009-09-18 13,1.0,0.0,,,1.0,0.0
2009-09-18 15,1.0,0.0,,,,
2009-09-18 16,2.0,0.0,,,,
2009-09-18 17,1.0,0.0,,,,
2009-09-18 19,1.0,0.0,,,,
2009-09-19 03,2.0,0.0,,,1.0,0.0
2009-09-19 06,1.0,0.0,,,,
2009-09-19 12,1.0,0.0,,,,
2009-09-19 14,1.0,0.0,,,,
2009-09-19 15,1.0,0.0,2.0,0.0,,
2009-09-20 05,1.0,0.0,,,,
2009-09-20 18,1.0,0.0,,,1.0,0.0
2009-09-20 22,2.0,0.0,1.0,0.0,1.0,0.0
2009-09-21 01,1.0,0.0,,,,
2009-09-21 14,2.0,0.0,,,1.0,0.0
2009-09-21 16,1.0,0.0,1.0,0.0,2.0,1.0
2009-09-22 00,2.0,0.0,2.0,0.0,,
2009-09-22 06,2.0,0.0,,,,
2009-09-22 13,4.0,1.0,,,3.0,1.0
2009-09-22 14,2.0,0.0,,,1.0,0.0
2009-09-22 15,1.0,0.0,4.0,0.0,2.0,0.0
2009-09-22 17,1.0,0.0,1.0,0.0,1.0,0.0
2009-09-22 18,1.0,0.0,,,1.0,0.0
2009-09-22 20,1.0,0.0,,,,
2009-09-22 21,1.0,0.0,,,1.0,0.0
2009-09-22 23,1.0,0.0,1.0,0.0,1.0,0.0
2009-09-23 00,1.0,0.0,,,1.0,0.0
2009-09-23 01,4.0,1.0,1.0,0.0,2.0,0.0
2009-09-23 02,1.0,0.0,1.0,0.0,2.0,0.0
2009-09-23 08,1.0,0.0,1.0,0.0,1.0,0.0
2009-09-23 09,4.0,1.0,3.0,0.0,1.0,0.0
2009-09-23 10,2.0,0.0,1.0,0.0,,
2009-09-23 13,1.0,0.0,,,1.0,0.0
2009-09-23 14,2.0,0.0,,,1.0,0.0
2009-09-23 22,1.0,0.0,1.0,0.0,1.0,0.0
2009-09-24 03,2.0,0.0,,,,
2009-09-24 04,1.0,0.0,,,,
2009-09-24 05,1.0,0.0,,,,
2009-09-24 06,1.0,0.0,,,,
2009-09-24 07,2.0,0.0,,,,
2009-09-24 09,2.0,0.0,1.0,0.0,1.0,0.0
2009-09-24 14,1.0,0.0,1.0,0.0,,
2009-09-24 15,2.0,0.0,,,1.0,0.0
2009-09-24 16,17.0,1.0,,,,
2009-09-24 17,13.0,1.0,,,,
2009-09-24 18,6.0,0.0,,,,
2009-09-24 19,4.0,0.0,,,,
2009-09-24 20,6.0,0.0,,,,
2009-09-24 21,2.0,0.0,,,,
2009-09-24 22,3.0,0.0,,,,
2009-09-24 23,2.0,0.0,,,1.0,0.0
2009-09-25 00,1.0,0.0,,,,
2009-09-25 01,4.0,0.0,,,,
2009-09-25 02,3.0,0.0,1.0,0.0,,
2009-09-25 03,6.0,0.0,1.0,0.0,,
2009-09-25 04,1.0,0.0,,,,
2009-09-25 06,3.0,0.0,,,,
2009-09-25 07,1.0,0.0,,,,
2009-09-25 09,3.0,0.0,1.0,0.0,,
2009-09-25 10,1.0,0.0,,,,
2009-09-25 11,3.0,0.0,,,,
2009-09-25 12,1.0,0.0,,,,
2009-09-25 14,1.0,0.0,1.0,0.0,,
2009-09-25 15,7.0,0.0,1.0,0.0,,
2009-09-25 16,2.0,0.0,,,,
2009-09-25 17,2.0,0.0,,,,
2009-09-25 18,2.0,0.0,,,,
2009-09-25 19,4.0,0.0,3.0,1.0,,
2009-09-25 22,2.0,0.0,,,,
2009-09-26 02,13.0,1.0,,,,
2009-09-26 03,2.0,0.0,,,,
2009-09-26 04,1.0,0.0,,,2.0,0.0
2009-09-26 07,2.0,0.0,1.0,0.0,,
2009-09-26 08,1.0,0.0,,,,
2009-09-26 11,3.0,0.0,,,2.0,0.0
2009-09-26 12,1.0,0.0,,,,
2009-09-26 13,3.0,0.0,,,,
2009-09-26 14,2.0,0.0,,,2.0,0.0
2009-09-26 15,1.0,0.0,,,,
2009-09-26 16,4.0,0.0,,,,
2009-09-26 22,3.0,0.0,,,2.0,0.0
2009-09-27 00,1.0,0.0,,,,
2009-09-27 04,1.0,0.0,,,1.0,0.0
2009-09-27 09,1.0,0.0,,,4.0,1.0
2009-09-27 10,1.0,0.0,,,,
2009-09-27 15,1.0,0.0,,,,
2009-09-27 17,1.0,0.0,1.0,0.0,,
2009-09-27 20,1.0,0.0,,,,
2009-09-27 23,1.0,0.0,,,,
2009-09-28 18,1.0,0.0,,,,
2009-09-29 02,1.0,0.0,1.0,0.0,1.0,0.0
2009-09-29 09,1.0,0.0,,,2.0,0.0
2009-09-29 10,1.0,0.0,,,2.0,0.0
2009-09-29 13,1.0,0.0,,,1.0,0.0
2009-09-29 14,4.0,0.0,,,1.0,0.0
2009-09-29 15,1.0,0.0,,,4.0,1.0
2009-09-29 17,1.0,0.0,,,,
2009-09-29 23,3.0,0.0,,,,
2009-09-30 04,1.0,0.0,,,1.0,0.0
2009-09-30 07,1.0,0.0,,,1.0,0.0
2009-09-30 18,3.0,0.0,,,4.0,0.0
2009-09-30 20,1.0,0.0,,,3.0,0.0
2009-09-30 21,2.0,0.0,1.0,0.0,,
2009-10-01 01,1.0,0.0,,,,
2009-10-01 08,1.0,0.0,,,,
2009-10-01 10,1.0,0.0,,,,
2009-10-01 11,1.0,0.0,,,,
2009-10-01 12,1.0,0.0,,,,
2009-10-01 13,1.0,0.0,1.0,0.0,1.0,0.0
2009-10-01 18,1.0,0.0,,,1.0,0.0
2009-10-01 20,1.0,0.0,,,,
2009-10-01 23,2.0,0.0,,,,
2009-10-02 07,2.0,0.0,,,1.0,0.0
2009-10-02 10,1.0,0.0,,,,
2009-10-02 11,1.0,0.0,,,,
2009-10-02 12,1.0,0.0,,,,
2009-10-02 13,3.0,0.0,,,1.0,0.0
2009-10-02 14,2.0,0.0,,,,
2009-10-02 15,2.0,0.0,1.0,0.0,,
2009-10-02 16,2.0,0.0,,,1.0,0.0
2009-10-02 17,1.0,0.0,,,,
2009-10-02 19,1.0,0.0,,,1.0,0.0
2009-10-02 20,1.0,0.0,,,,
2009-10-02 21,1.0,0.0,,,,
2009-10-03 05,1.0,0.0,,,1.0,0.0
2009-10-03 14,1.0,0.0,,,1.0,0.0
2009-10-03 15,1.0,0.0,,,1.0,0.0
2009-10-03 20,1.0,0.0,,,,
2009-10-04 03,1.0,0.0,,,1.0,0.0
2009-10-04 14,1.0,0.0,,,1.0,0.0
2009-10-04 17,5.0,1.0,,,,
2009-10-04 18,2.0,0.0,,,1.0,0.0
2009-10-05 01,1.0,0.0,,,,
2009-10-05 10,9.0,1.0,,,8.0,1.0
2009-10-05 11,2.0,0.0,,,2.0,0.0
2009-10-05 15,1.0,0.0,,,2.0,0.0
2009-10-05 17,1.0,0.0,1.0,0.0,2.0,0.0
2009-10-05 18,1.0,0.0,,,,
2009-10-05 19,2.0,0.0,,,,
2009-10-05 20,3.0,0.0,,,1.0,0.0
2009-10-05 22,1.0,0.0,,,2.0,0.0
2009-10-06 01,3.0,0.0,,,1.0,0.0
2009-10-06 02,1.0,0.0,,,1.0,0.0
2009-10-06 03,4.0,0.0,,,1.0,0.0
2009-10-06 04,1.0,0.0,,,2.0,0.0
2009-10-06 06,1.0,0.0,1.0,0.0,,
2009-10-06 07,1.0,0.0,,,15.0,1.0
2009-10-06 10,1.0,0.0,,,9.0,1.0
2009-10-06 14,1.0,0.0,,,1.0,0.0
2009-10-07 02,1.0,0.0,,,,
2009-10-07 05,1.0,0.0,,,2.0,0.0
2009-10-07 07,1.0,0.0,,,3.0,0.0
2009-10-07 15,3.0,0.0,,,4.0,0.0
2009-10-07 16,1.0,0.0,,,1.0,0.0
2009-10-07 22,1.0,0.0,,,2.0,0.0
2009-10-08 02,1.0,0.0,,,1.0,0.0
2009-10-08 12,9.0,1.0,,,,
2009-10-08 13,3.0,0.0,,,1.0,0.0
2009-10-08 19,2.0,0.0,,,1.0,0.0
2009-10-09 08,1.0,0.0,,,3.0,0.0
2009-10-09 09,2.0,0.0,,,4.0,1.0
2009-10-09 11,3.0,0.0,,,,
2009-10-09 12,13.0,1.0,,,1.0,0.0
2009-10-09 20,1.0,0.0,,,,
2009-10-10 02,1.0,0.0,1.0,0.0,1.0,0.0
2009-10-10 06,1.0,0.0,,,1.0,0.0
2009-10-10 08,1.0,0.0,1.0,0.0,,
2009-10-10 12,2.0,0.0,,,,
2009-10-10 14,1.0,0.0,2.0,0.0,,
2009-10-10 23,1.0,0.0,1.0,0.0,,
2009-10-11 00,1.0,0.0,,,,
2009-10-11 07,7.0,0.0,2.0,0.0,18.0,1.0
2009-10-11 08,1.0,0.0,,,11.0,0.0
2009-10-11 09,7.0,0.0,,,4.0,0.0
2009-10-11 11,1.0,0.0,,,1.0,0.0
2009-10-11 13,4.0,0.0,,,4.0,0.0
2009-10-12 02,1.0,0.0,,,1.0,0.0
2009-10-12 03,1.0,0.0,,,6.0,0.0
2009-10-12 04,1.0,0.0,1.0,0.0,1.0,0.0
2009-10-12 05,1.0,0.0,,,,
2009-10-12 11,3.0,0.0,,,,
2009-10-12 12,1.0,0.0,,,,
2009-10-12 13,2.0,0.0,,,,
2009-10-12 21,1.0,0.0,,,2.0,0.0
2009-10-13 03,1.0,0.0,,,,
2009-10-13 04,1.0,0.0,,,1.0,0.0
2009-10-13 08,2.0,0.0,,,1.0,0.0
2009-10-13 10,1.0,0.0,,,,
2009-10-13 11,3.0,0.0,,,,
2009-10-13 12,5.0,0.0,,,1.0,0.0
2009-10-13 13,16.0,1.0,1.0,0.0,,
2009-10-13 16,1.0,0.0,,,,
2009-10-13 18,1.0,0.0,,,,
2009-10-13 19,2.0,0.0,,,,
2009-10-13 23,1.0,0.0,1.0,0.0,,
2009-10-14 00,1.0,0.0,,,,
2009-10-14 01,1.0,0.0,,,,
2009-10-14 04,1.0,0.0,1.0,0.0,,
2009-10-14 05,1.0,0.0,,,,
2009-10-14 07,2.0,0.0,,,,
2009-10-14 08,1.0,0.0,,,,
2009-10-14 10,1.0,0.0,,,,
2009-10-14 15,1.0,0.0,1.0,0.0,,
2009-10-14 17,1.0,0.0,2.0,0.0,,
2009-10-14 19,2.0,0.0,,,1.0,0.0
2009-10-14 20,1.0,0.0,,,,
2009-10-14 21,1.0,0.0,,,,
2009-10-14 22,6.0,0.0,,,5.0,1.0
2009-10-15 01,2.0,0.0,,,1.0,0.0
2009-10-15 08,1.0,0.0,,,1.0,0.0
2009-10-15 09,1.0,0.0,1.0,0.0,1.0,0.0
2009-10-15 11,1.0,0.0,,,,
2009-10-15 13,1.0,0.0,,,2.0,0.0
2009-10-15 15,1.0,0.0,2.0,0.0,4.0,1.0
2009-10-15 18,1.0,0.0,1.0,0.0,,
2009-10-15 20,1.0,0.0,,,2.0,0.0
2009-10-15 21,1.0,0.0,2.0,0.0,,
2009-10-16 04,1.0,0.0,1.0,0.0,1.0,0.0
2009-10-16 13,1.0,0.0,,,,
2009-10-16 15,1.0,0.0,5.0,1.0,,
2009-10-16 19,1.0,0.0,,,1.0,0.0
2009-10-16 23,2.0,0.0,4.0,1.0,,
2009-10-17 02,1.0,0.0,,,,
2009-10-17 04,1.0,0.0,,,1.0,0.0
2009-10-17 09,2.0,0.0,,,,
2009-10-17 16,1.0,0.0,,,,
2009-10-18 02,1.0,0.0,1.0,0.0,1.0,0.0
2009-10-18 06,2.0,0.0,1.0,0.0,,
2009-10-18 18,1.0,0.0,,,1.0,0.0
2009-10-18 21,1.0,0.0,1.0,0.0,4.0,1.0
2009-10-18 23,1.0,0.0,,,3.0,0.0
2009-10-19 00,2.0,0.0,,,5.0,1.0
2009-10-19 01,1.0,0.0,,,2.0,0.0
2009-10-19 03,5.0,1.0,,,,
2009-10-19 07,2.0,0.0,,,3.0,0.0
2009-10-19 08,5.0,1.0,,,3.0,0.0
2009-10-19 12,3.0,0.0,,,3.0,0.0
2009-10-19 13,4.0,1.0,1.0,0.0,2.0,0.0
2009-10-19 18,1.0,0.0,,,,
2009-10-19 19,1.0,0.0,,,1.0,0.0
2009-10-19 21,2.0,0.0,,,2.0,0.0
2009-10-19 23,2.0,0.0,,,,
2009-10-20 04,7.0,1.0,,,,
2009-10-20 05,7.0,1.0,,,,
2009-10-20 07,2.0,0.0,,,1.0,0.0
2009-10-20 16,1.0,0.0,3.0,0.0,2.0,0.0
2009-10-20 18,1.0,0.0,,,,
2009-10-20 20,1.0,0.0,,,,
2009-10-20 21,2.0,0.0,,,,
2009-10-21 00,3.0,0.0,,,,
2009-10-21 16,2.0,0.0,1.0,0.0,2.0,0.0
2009-10-22 03,1.0,0.0,1.0,0.0,,
2009-10-22 04,1.0,0.0,,,,
2009-10-22 13,2.0,0.0,,,1.0,0.0
2009-10-22 17,1.0,0.0,,,,
2009-10-22 18,1.0,0.0,,,1.0,0.0
2009-10-22 23,1.0,0.0,,,,
2009-10-23 02,1.0,0.0,,,,
2009-10-23 03,1.0,0.0,,,,
2009-10-23 04,1.0,0.0,,,2.0,0.0
2009-10-23 05,4.0,0.0,,,,
2009-10-23 06,1.0,0.0,1.0,0.0,,
2009-10-23 09,2.0,0.0,,,,
2009-10-23 10,1.0,0.0,,,1.0,0.0
2009-10-23 19,2.0,0.0,,,,
2009-10-23 21,1.0,0.0,1.0,0.0,,
2009-10-23 23,1.0,0.0,4.0,1.0,,
2009-10-24 02,1.0,0.0,,,1.0,0.0
2009-10-24 03,1.0,0.0,,,1.0,0.0
2009-10-24 05,1.0,0.0,,,,
2009-10-24 07,1.0,0.0,,,1.0,0.0
2009-10-24 10,1.0,0.0,1.0,0.0,,
2009-10-24 11,1.0,0.0,,,,
2009-10-24 16,1.0,0.0,,,,
2009-10-25 02,1.0,0.0,,,,
2009-10-25 05,1.0,0.0,,,,
2009-10-25 07,1.0,0.0,1.0,0.0,,
2009-10-25 13,1.0,0.0,,,1.0,0.0
2009-10-25 14,1.0,0.0,,,,
2009-10-25 19,1.0,0.0,,,,
2009-10-26 10,1.0,0.0,,,,
2009-10-26 11,2.0,0.0,,,,
2009-10-26 17,2.0,0.0,1.0,0.0,,
2009-10-26 18,1.0,0.0,,,,
2009-10-26 19,1.0,0.0,,,3.0,1.0
2009-10-27 12,1.0,0.0,,,,
2009-10-27 16,1.0,0.0,,,,
2009-10-27 17,1.0,0.0,,,,
2009-10-27 18,2.0,1.0,,,,
2009-10-27 22,1.0,0.0,,,,
2009-10-27 23,1.0,0.0,1.0,0.0,,
2009-10-28 07,1.0,0.0,,,,
2009-10-28 08,1.0,0.0,1.0,0.0,,
2009-10-28 12,1.0,0.0,,,,
2009-10-28 13,1.0,0.0,,,,
2009-10-28 16,9.0,1.0,,,8.0,1.0
2009-10-28 17,1.0,0.0,1.0,0.0,1.0,0.0
2009-10-28 18,2.0,0.0,2.0,0.0,3.0,0.0
2009-10-28 21,3.0,0.0,,,2.0,0.0
2009-10-29 04,2.0,0.0,1.0,0.0,3.0,0.0
2009-10-29 05,2.0,0.0,,,,
2009-10-29 11,1.0,0.0,,,,
2009-10-29 14,1.0,0.0,,,,
2009-10-29 18,2.0,0.0,2.0,0.0,,
2009-10-29 21,2.0,0.0,,,2.0,0.0
2009-10-29 22,1.0,0.0,1.0,0.0,3.0,0.0
2009-10-30 04,1.0,0.0,,,1.0,0.0
2009-10-30 06,1.0,0.0,,,,
2009-10-30 07,3.0,0.0,,,,
2009-10-30 10,1.0,0.0,,,,
2009-10-30 23,1.0,0.0,,,,
2009-10-31 04,1.0,0.0,,,1.0,0.0
2009-10-31 16,1.0,0.0,,,1.0,0.0
2009-10-31 18,1.0,0.0,,,,
2009-10-31 20,3.0,0.0,,,2.0,0.0
2009-11-01 00,1.0,0.0,,,,
2009-11-01 12,1.0,0.0,,,,
2009-11-01 19,1.0,0.0,,,,
2009-11-02 00,1.0,0.0,,,,
2009-11-02 01,1.0,0.0,,,,
2009-11-02 04,1.0,0.0,,,,
2009-11-02 07,1.0,0.0,,,1.0,0.0
2009-11-02 11,1.0,0.0,1.0,0.0,,
2009-11-02 23,1.0,0.0,1.0,0.0,,
2009-11-03 03,1.0,0.0,,,,
2009-11-03 09,1.0,0.0,1.0,0.0,2.0,0.0
2009-11-03 14,1.0,0.0,,,2.0,0.0
2009-11-03 15,1.0,0.0,,,1.0,0.0
2009-11-03 16,1.0,0.0,1.0,0.0,3.0,1.0
2009-11-03 17,1.0,0.0,,,2.0,0.0
2009-11-03 18,3.0,1.0,,,1.0,0.0
2009-11-04 12,1.0,0.0,,,3.0,1.0
2009-11-04 13,2.0,0.0,,,,
2009-11-04 17,1.0,0.0,,,2.0,0.0
2009-11-05 12,1.0,0.0,,,,
2009-11-05 13,1.0,0.0,,,1.0,0.0
2009-11-06 10,1.0,0.0,,,,
2009-11-07 21,1.0,0.0,,,1.0,0.0
2009-11-08 02,2.0,0.0,,,1.0,0.0
2009-11-08 04,1.0,0.0,,,,
2009-11-08 19,1.0,0.0,,,,
2009-11-08 21,1.0,0.0,,,,
2009-11-09 00,1.0,0.0,,,1.0,0.0
2009-11-09 04,1.0,0.0,,,,
2009-11-09 10,1.0,0.0,,,,
2009-11-09 21,2.0,0.0,,,,
2009-11-09 22,2.0,0.0,,,,
2009-11-10 03,1.0,0.0,,,1.0,0.0
2009-11-10 11,1.0,0.0,,,1.0,0.0
2009-11-10 12,1.0,0.0,2.0,0.0,1.0,0.0
2009-11-10 13,1.0,0.0,3.0,1.0,1.0,0.0
2009-11-10 18,1.0,0.0,1.0,0.0,1.0,0.0
2009-11-10 19,2.0,0.0,,,,
2009-11-10 20,5.0,1.0,,,2.0,1.0
2009-11-10 21,4.0,1.0,2.0,0.0,,
2009-11-10 22,1.0,0.0,1.0,0.0,1.0,0.0
2009-11-10 23,3.0,0.0,,,,
2009-11-11 00,3.0,0.0,,,,
2009-11-11 01,1.0,0.0,,,,
2009-11-11 02,3.0,0.0,,,,
2009-11-11 03,1.0,0.0,,,1.0,0.0
2009-11-11 04,3.0,0.0,,,,
2009-11-11 05,1.0,0.0,,,,
2009-11-11 07,1.0,0.0,2.0,0.0,,
2009-11-11 08,1.0,0.0,,,,
2009-11-11 09,1.0,0.0,,,,
2009-11-11 10,1.0,0.0,1.0,0.0,1.0,0.0
2009-11-11 11,1.0,0.0,,,,
2009-11-11 12,3.0,0.0,1.0,0.0,,
2009-11-11 14,2.0,0.0,,,,
2009-11-11 15,3.0,0.0,1.0,0.0,,
2009-11-11 18,1.0,0.0,2.0,0.0,,
2009-11-12 11,1.0,0.0,,,1.0,0.0
2009-11-12 12,3.0,0.0,,,,
2009-11-12 15,2.0,0.0,1.0,0.0,,
2009-11-12 16,3.0,0.0,,,,
2009-11-12 17,4.0,0.0,2.0,0.0,,
2009-11-12 18,1.0,0.0,,,,
2009-11-12 19,3.0,0.0,,,1.0,0.0
2009-11-12 23,3.0,0.0,1.0,0.0,,
2009-11-13 01,1.0,0.0,,,,
2009-11-13 03,2.0,0.0,,,1.0,0.0
2009-11-13 07,2.0,0.0,,,2.0,1.0
2009-11-13 09,1.0,0.0,,,,
2009-11-13 10,1.0,0.0,,,,
2009-11-13 11,1.0,0.0,,,,
2009-11-13 13,1.0,0.0,,,,
2009-11-13 14,2.0,0.0,1.0,0.0,1.0,0.0
2009-11-13 15,2.0,0.0,,,,
2009-11-13 22,1.0,0.0,,,,
2009-11-14 03,1.0,0.0,,,,
2009-11-14 07,1.0,0.0,,,,
2009-11-14 11,1.0,0.0,,,,
2009-11-14 12,1.0,0.0,,,,
2009-11-15 01,1.0,0.0,,,,
2009-11-15 04,1.0,0.0,,,,
2009-11-15 05,3.0,0.0,1.0,0.0,3.0,1.0
2009-11-15 06,5.0,1.0,,,,
2009-11-15 09,1.0,0.0,,,,
2009-11-15 11,1.0,0.0,,,,
2009-11-15 12,1.0,0.0,,,,
2009-11-15 13,1.0,0.0,,,,
2009-11-15 18,2.0,0.0,,,,
2009-11-15 19,1.0,0.0,,,,
2009-11-15 22,1.0,0.0,,,,
2009-11-16 00,1.0,0.0,,,1.0,0.0
2009-11-16 03,4.0,1.0,,,,
2009-11-16 06,1.0,0.0,,,,
2009-11-16 23,1.0,0.0,1.0,0.0,,
2009-11-17 06,2.0,0.0,,,1.0,0.0
2009-11-17 07,1.0,0.0,,,,
2009-11-17 14,1.0,0.0,,,,
2009-11-17 16,1.0,0.0,,,,
2009-11-18 08,3.0,0.0,1.0,0.0,,
2009-11-18 12,6.0,1.0,,,1.0,0.0
2009-11-18 13,3.0,0.0,,,,
2009-11-18 14,3.0,0.0,2.0,0.0,2.0,0.0
2009-11-18 15,1.0,0.0,1.0,0.0,2.0,0.0
2009-11-18 17,2.0,0.0,,,2.0,0.0
2009-11-18 19,1.0,0.0,,,,
2009-11-18 23,1.0,0.0,2.0,0.0,1.0,0.0
2009-11-19 03,4.0,0.0,2.0,0.0,,
2009-11-19 04,1.0,0.0,,,,
2009-11-19 14,1.0,0.0,,,,
2009-11-19 15,1.0,0.0,,,,
2009-11-19 16,6.0,1.0,,,,
2009-11-19 17,4.0,0.0,,,,
2009-11-19 18,6.0,1.0,,,,
2009-11-19 19,3.0,0.0,,,,
2009-11-19 20,1.0,0.0,1.0,0.0,,
2009-11-20 01,4.0,0.0,,,4.0,1.0
2009-11-20 05,1.0,0.0,2.0,0.0,,
2009-11-20 09,1.0,0.0,,,3.0,0.0
2009-11-20 10,1.0,0.0,1.0,0.0,3.0,0.0
2009-11-20 11,1.0,0.0,,,4.0,1.0
2009-11-20 12,1.0,0.0,,,,
2009-11-20 13,1.0,0.0,,,2.0,0.0
2009-11-20 19,1.0,0.0,,,4.0,0.0
2009-11-21 00,2.0,0.0,1.0,0.0,1.0,0.0
2009-11-21 02,1.0,0.0,,,,
2009-11-21 04,1.0,0.0,,,,
2009-11-21 06,1.0,0.0,1.0,0.0,1.0,0.0
2009-11-21 08,1.0,0.0,,,3.0,0.0
2009-11-21 09,2.0,0.0,2.0,0.0,2.0,0.0
2009-11-21 10,2.0,0.0,2.0,0.0,1.0,0.0
2009-11-21 11,1.0,0.0,,,2.0,0.0
2009-11-21 12,6.0,1.0,,,5.0,0.0
2009-11-21 20,1.0,0.0,1.0,0.0,5.0,0.0
2009-11-22 06,1.0,0.0,2.0,0.0,4.0,0.0
2009-11-22 07,2.0,0.0,,,4.0,0.0
2009-11-22 18,10.0,1.0,2.0,0.0,,
2009-11-22 22,2.0,0.0,1.0,0.0,1.0,0.0
2009-11-22 23,1.0,0.0,3.0,0.0,,
2009-11-23 03,5.0,0.0,,,,
2009-11-23 04,2.0,0.0,,,,
2009-11-23 05,2.0,0.0,,,,
2009-11-23 07,2.0,0.0,,,1.0,0.0
2009-11-23 11,1.0,0.0,,,4.0,0.0
2009-11-23 13,1.0,0.0,,,,
2009-11-24 02,1.0,0.0,2.0,0.0,,
2009-11-24 03,1.0,0.0,2.0,0.0,,
2009-11-24 04,2.0,0.0,2.0,0.0,1.0,0.0
2009-11-24 05,1.0,0.0,,,,
2009-11-24 10,1.0,0.0,2.0,0.0,1.0,0.0
2009-11-24 11,4.0,0.0,1.0,0.0,,
2009-11-24 17,3.0,0.0,,,1.0,0.0
2009-11-24 22,2.0,0.0,,,,
2009-11-24 23,4.0,0.0,,,,
2009-11-25 00,1.0,0.0,,,3.0,0.0
2009-11-25 01,6.0,0.0,,,1.0,0.0
2009-11-25 02,1.0,0.0,,,2.0,0.0
2009-11-25 03,1.0,0.0,,,,
2009-11-25 08,1.0,0.0,,,,
2009-11-25 09,1.0,0.0,2.0,0.0,3.0,0.0
2009-11-25 13,1.0,0.0,,,3.0,0.0
2009-11-25 15,5.0,0.0,,,3.0,0.0
2009-11-25 19,1.0,0.0,,,,
2009-11-25 20,1.0,0.0,,,2.0,0.0
2009-11-25 21,1.0,0.0,1.0,0.0,2.0,0.0
2009-11-25 22,1.0,0.0,,,1.0,0.0
2009-11-25 23,1.0,0.0,,,,
2009-11-26 11,1.0,0.0,,,1.0,0.0
2009-11-26 12,7.0,1.0,,,,
2009-11-26 13,11.0,1.0,,,2.0,0.0
2009-11-26 19,2.0,0.0,,,4.0,0.0
2009-11-27 00,1.0,0.0,,,2.0,0.0
2009-11-27 03,1.0,0.0,,,1.0,0.0
2009-11-27 08,1.0,0.0,,,,
2009-11-27 09,1.0,0.0,1.0,0.0,3.0,0.0
2009-11-27 15,1.0,0.0,1.0,0.0,1.0,0.0
2009-11-27 22,1.0,0.0,7.0,1.0,,
2009-11-28 09,1.0,0.0,,,,
2009-11-28 21,1.0,0.0,,,,
2009-11-29 12,1.0,0.0,,,,
2009-11-30 14,1.0,0.0,,,2.0,0.0
2009-12-01 02,7.0,1.0,1.0,0.0,7.0,1.0
2009-12-01 05,3.0,0.0,2.0,0.0,1.0,0.0
2009-12-01 06,4.0,0.0,,,,
2009-12-01 08,1.0,0.0,1.0,0.0,,
2009-12-01 12,1.0,0.0,,,1.0,0.0
2009-12-01 16,1.0,0.0,1.0,0.0,,
2009-12-01 20,1.0,0.0,,,,
2009-12-01 21,1.0,0.0,,,,
2009-12-02 03,1.0,0.0,,,,
2009-12-02 05,1.0,0.0,,,,
2009-12-02 06,1.0,0.0,,,,
2009-12-02 07,1.0,0.0,1.0,0.0,,
2009-12-02 11,3.0,0.0,,,1.0,0.0
2009-12-03 00,2.0,0.0,,,,
2009-12-03 03,2.0,0.0,,,1.0,0.0
2009-12-03 11,3.0,0.0,2.0,0.0,,
2009-12-03 12,2.0,0.0,,,,
2009-12-03 15,4.0,0.0,3.0,0.0,3.0,0.0
2009-12-03 16,3.0,0.0,,,,
2009-12-03 18,1.0,0.0,2.0,0.0,2.0,0.0
2009-12-03 19,1.0,0.0,,,1.0,0.0
2009-12-04 18,2.0,0.0,2.0,0.0,,
2009-12-05 01,1.0,0.0,,,,
2009-12-05 16,1.0,0.0,1.0,0.0,1.0,0.0
2009-12-06 00,2.0,0.0,1.0,0.0,1.0,0.0
2009-12-06 09,1.0,0.0,,,1.0,0.0
2009-12-06 13,1.0,0.0,,,,
2009-12-07 02,2.0,0.0,,,,
2009-12-07 03,2.0,0.0,,,,
2009-12-07 09,1.0,0.0,,,,
2009-12-07 10,3.0,0.0,,,8.0,1.0
2009-12-07 13,1.0,0.0,1.0,0.0,,
